제품명,기능성,processed_text
메리트C 리포좀 비타민C 트리플샷,"1) 코엔자임Q10 : 항산화·높은 혈압 감소에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
7) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
8) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
9) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요.
10) 나이아신 : 체내 에너지 생성에 필요.
11) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
12) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
13) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
14) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
15) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
16) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
17) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요.
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.",코엔자임 항산화 혈압 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소
메리트C 멀티 비타민 미네랄 구미,"[비타민E]
1. 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀레늄]
1. 유해산소로부터 세포를 보호하는데 필요
[비타민B6]
1. 단백질 및 아미노산 이용에 필요
2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
1. 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[망간]
1. 뼈 형성에 필요
2. 에너지 이용에 필요
3. 유해산소로부터 세포를 보호하는데 필요
[아연]
1. 정상적인 면역기능에 필요
2. 정상적인 세포분열에 필요
[비타민B2]
1. 체내 에너지 생성에 필요
[비타민A]
1. 어두운 곳에서 시각 적응을 위해 필요
2. 피부와 점막을 형성하고 기능을 유지하는데 필요
3. 상피세포의 성장과 발달에 필요
[비타민B1]
1. 탄수화물과 에너지 대사에 필요",비타민 항산화 산소 셀레늄 산소 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 망간 뼈 에너지 산소 아연 면역 비타민 에너지 생 비타민 곳 피부 점막 상피세포 비타민 에너지
메리트C 메리트C 멀티미네랄,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",철 항산화 산소 면역 뼈 에너지 산소 산소 지방 단백질 에너지 생 혈액 생 태아 경관 혈액 시스테인
메리트C 메리트C 블랙,"[비타민C] ①결합조직 형성과 기능유지에 필요, ②철의 흡수에 필요, ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)] 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요, ②정상적인 세포분열에 필요
[비타민 B12] ① 정상적인 엽산 대사에 필요
[비타민 B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 B1] 탄수화물과 에너지 대사에 필요
[비타민 B2] 체내 에너지 생성에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요, ②태아 신경관의 정상 발달에 필요, ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 철 항산화 산소 셀레늄 셀렌 산소 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 아연 면역 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
메리트C 메리트C&B,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①체내 에너지 생성에 필요

(1) 정상적인 엽산 대사에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",철 항산화 산소 산소 지방 단백질 에너지 생 에너지 생 엽산 면역 단백질 아미노산 혈액 시스테인 에너지 에너지 생 혈액 생 태아 경관 혈액 시스테인
메리트C 메리트C&B 플러스,"비타민C : ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀레늄 : ①유해산소로부터 세포를 보호하는데 필요
판토텐산 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
나이아신 : ①체내 에너지 생성에 필요
비타민B12 : (1) 정상적인 엽산 대사에 필요
아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : (1) 탄수화물과 에너지 대사에 필요
비타민B2 : (1) 체내 에너지 생성에 필요
엽산 : ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비오틴 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",비타민 철 항산화 산소 셀레늄 산소 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비타민 엽산 아연 면역 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
메리트비 비타민B 컴플렉스 ,"[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] ① 단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[비타민B2] 체내 에너지 생성에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12] 정상적인 엽산 대사에 필요
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비타민 에너지 생 비오틴 지방 단백질 에너지 생 비타민 엽산 엽산 혈액 생 태아 경관 혈액 시스테인
메리트비 비타민B 컴플렉스,"비타민 B1 ① 탄수화물과 에너지 대사에 필요.
비타민 B6 ① 단백질 및 아미노산 이용에 필요. ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
판토텐산 ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
나이아신  ① 체내 에너지 생성에 필요.
비타민 B2 ① 체내 에너지 생성에 필요.
비오틴 ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
비타민 B12 ① 정상적인 엽산 대사에 필요.
엽산 ① 세포와 혈액생성에 필요. ② 태아 신경관의 정상 발달에 필요. ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.",비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비타민 에너지 생 비오틴 지방 단백질 에너지 생 비타민 엽산 엽산 혈액 생 태아 경관 혈액 시스테인
메리트비타민정,"
①탄수화물과 에너지 대사에 필요
①체내 에너지 생성에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①정상적인 엽산 대사에 필요
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①체내 에너지 생성에 필요
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",에너지 에너지 생 단백질 아미노산 혈액 시스테인 엽산 철 산소 지방 단백질 에너지 생 에너지 생 혈액 생 태아 경관 혈액 시스테인
메리트엔티 멀티비타민X,"1) 비타민B1 : 탄수화물과 에너지 대사에 필요.
2) 비타민B2 : 체내 에너지 생성에 필요.
3) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
4) 비타민B12 : 정상적인 엽산 대사에 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
7) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
8) 나이아신 : 체내 에너지 생성에 필요.　
9) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
10) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
11) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
12) 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌.
13) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요.
14) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
15) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
16) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
17) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
20) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 베타카로틴 곳 피부 점막 상피세포 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
메리트엔티 비타민B콤플렉스,"1) 비타민B1 : 탄수화물과 에너지 대사에 필요.
2) 비타민B2 : 체내 에너지 생성에 필요.
3) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
4) 비타민B12 : 정상적인 엽산 대사에 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
7) 나이아신 : 체내 에너지 생성에 필요.　
8) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
9) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
10) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
11) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
12) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. ",비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 셀렌 산소 아연 면역
메모리 포뮬러,"[은행잎 추출물]①기억력 개선에 도움을 줄 수 있음 ②혈행 개선에 도움을 줄 수 있음

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[셀렌]①유해산소로부터 세포를 보호하는데 필요

[비타민B12]①정상적인 엽산 대사에 필요",은행 잎 물 기억 줄 수 혈행 줄 수 비타민 철 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인 셀렌 산소 비타민 엽산
메모리턴,"1) 은행잎추출물 : 기억력 개선ㆍ혈행 개선에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
4) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.",은행 잎 물 기억 혈행 줄 수 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인
메이준뉴트리 멀티비타민,"①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요
③상피세포의 성장과 발달에 필요 ④탄수화물과 에너지 대사에 필요 ⑤체내 에너지 생성에 필요
⑥단백질 및 아미노산 이용에 필요 ⑦혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
⑧결합조직 형성과 기능유지에 필요 ⑨철의 흡수에 필요 ⑩유해산소로부터 세포를 보호하는데 필요
⑪정상적인 면역기능에 필요 ⑫정상적인 세포분열에 필요 ⑬체내 에너지 생성에 필요",곳 피부 점막 상피세포 에너지 에너지 생 단백질 아미노산 혈액 시스테인 철 산소 면역 에너지 생
메이플트리 루테인 2.0,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[베타카로틴] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[구리] 철의 운반과 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 베타카로틴 곳 피부 점막 상피세포 망간 뼈 에너지 산소 나이아신 에너지 생 비타민 항산화 산소 아연 면역 구리 철 운반 산소 비타민 엽산 비타민 곳 피부 점막 상피세포 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
메이플트리 쏘팔메토 플러스 옥타,"쏘팔메토열매추출물 : 전립선의 건강의 유지에 도움을 줄 수 있음 
옥타코사놀 : 지구력 증진에 도움을 줄 수 있음 
비타민B1 : 탄수화물과 에너지 대사에 필요 
비타민B2 : 체내 에너지 생성에 필요 
비타민B6 : 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
아연 : 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 
셀렌 : 유해산소로부터 세포를 보호하는데 필요 ",팔메 토 물 전립선 줄 수 옥 타코 놀 지구력 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 아연 면역 셀렌 산소
메이플트리 코엔자임 Q10,"[코엔자임Q10] 항산화, 높은 혈압 감소에 도움을 줄 수 있음
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요",코엔자임 항산화 혈압 감소 줄 수 비타민 철 항산화 산소 비타민 항산화 산소 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생
메치리더,①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요,단백질 아미노산 혈액 시스테인
메치리더 II,"①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 엽산 대사에 필요",단백질 아미노산 혈액 시스테인 혈액 생 태아 경관 혈액 시스테인 엽산
메치오테리  I,"①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 엽산 대사에 필요",단백질 아미노산 혈액 시스테인 혈액 생 태아 경관 혈액 시스테인 엽산
메타 밸런스,"[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄]①유해산소로부터 세포를 보호하는데 필요
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여",비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 아연 면역 망간 뼈 에너지 산소 셀레늄 산소 크롬 지방 단백질 관여
메타 부스트 이엑스,"①탄수화물과 에너지 대사에 필요
①체내 에너지 생성에 필요
①체내 에너지 생성에 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요",에너지 에너지 생 에너지 생 지방 단백질 에너지 생 단백질 아미노산 혈액 시스테인 지방 단백질 에너지 생 혈액 생 태아 경관 혈액 시스테인 철 항산화 산소 곳 피부 점막 상피세포 칼슘 인 뼈 골다공증 감소 항산화 산소 면역 에너지 신경 근육 뼈 치아 신경 근육 혈액 골다공증 감소 산소 운반 혈액 생 에너지 생
메타 부스트 제니스,"[칼슘] 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[나이아신] 체내 에너지 생성에 필요
[철] 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[비타민B12] 정상적인 엽산 대사에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 비타민 철 항산화 산소 마그네슘 에너지 신경 근육 판토텐산 지방 단백질 에너지 생 아연 면역 나이아신 에너지 생 철 산소 운반 혈액 생 에너지 생 비타민 항산화 산소 비오틴 지방 단백질 에너지 생 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 엽산 비타민 곳 피부 점막 상피세포 엽산 혈액 생 태아 경관 혈액 시스테인
메타 젖산마그네슘 B6 락틱마그네,"[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요 
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",마그네슘 에너지 신경 근육 비타민 단백질 아미노산 혈액 시스테인
메타더마 풋사과 플로리진 스킨부스터,"[풋사과 농축분말(제2024 – 4호)]
(국문) ① 피부 보습에 도움을 줄 수 있음
          ② 자외선에 의한 피부손상으로부터 피부건강 유지에 도움을 줄 수 있음
(영문) ① May help to maintain skin moisturizing
          ② May help to maintain skin health from skin damage by UV radiation 
[비타민B1] 
① 탄수화물과 에너지 대사에 필요
[비타민B6] 
① 단백질 및 아미노산 이용에 필요 
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신] 
① 체내 에너지 생성에 필요
[비오틴] 
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] 
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요
[셀렌]
①유해산소로부터 세포를 보호하는데 필요",풋 사과 농축 분말 호 피부 보습 줄 수 자외선 피부 손상 피부 줄 수 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 나이아신 에너지 생 비오틴 지방 단백질 에너지 생 아연 면역 셀렌 산소
