제품명,기능성,processed_text
비타멀티스틱,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증 발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역
비타멀티스틱,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역
비타면역젤리,"1) 비타민B2 : 체내 에너지 생성에 필요.
2) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
3) 나이아신 : 체내 에너지 생성에 필요.
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
5) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.",비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 나이아신 에너지 생 아연 면역 셀렌 산소
비타몬,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",비타민 철 항산화 산소 아연 면역
비타몬스터 리버샷,"[비타민B1] 탄수화물과 에너지 대사에 필요 [니코틴산아미드] 체내 에너지 생성에 필요 [비타민B6] ① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 [밀크씨슬] 간 건강에 도움을 줄 수 있음 [비타민B12] 정상적인 엽산 대사에 필요 [비오틴, 판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 [비타민B2] 체내 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요",비타민 에너지 니코틴산아미드 에너지 생 비타민 단백질 아미노산 혈액 시스테인 밀크 슬 간 줄 수 비타민 엽산 비오틴 판토텐산 지방 단백질 에너지 생 비타민 에너지 생 엽산 혈액 생 태아 경관
비타몬스터 이뮨샷,"(1) 탄수화물과 에너지 대사에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

-산화·환원 효소의 활성에 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 체내 에너지 생성에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 엽산 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

(1) 어두운 곳에서 시각 적응을 위해 필요
(2) 피부와 점막을 형성하고 기능을 유지하는데 필요
(3) 상피세포의 성장과 발달에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요,[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증 발생 위험 감소에 도움을 줌 [요오드] ① 갑상선 호르몬의 합성에 필요 ② 에너지 생성에 필요 ③ 신경발달에 필요 [비타민K] ①정상적인 혈액응고에 필요 ② 뼈의 구성에 필요 [비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 [구리] ① 철의 운반과 이용에 필요 ② 유해산소로부터 세포를 보호 하는데 필요 [셀렌] 유해산소로부터 세포를 보호하는데 필요 [몰리브덴] 산화,환원 효소의 활성에 필요 [크롬] 체내 탄수화물, 지방, 단백질 대사에 관여 [비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 [비타민B2] 체내 에너지 생성에 필요 [망간] ①뼈 형성에 필요 ② 에너지 이용에 필요 ③ 유해산소로부터 세포를 보호하는데 필요 [비타민B12] 정상적인 엽산 대사에 필요 [판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 [철] ① 체내 산소운반과 혈액생성에 필요 ② 에너지 생성에 필요 [비타민A] ① 어두운 곳에서 시각 적응을 위해 필요 ② 피부와 점막을 형성 하고 기능을 유지하는데 필요 [엽산] ①세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 [마그네슘] ① 에너지 이용에 필요 ② 신경과 근육 기능 유지에 필요 [비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",에너지 면역 에너지 생 단백질 아미노산 혈액 시스테인 칼슘 인 뼈 골다공증 감소 갑상선 호르몬 에너지 생 혈액 뼈 구성 지방 단백질 에너지 생 철 운반 산소 산소 산화 환원 효소 활 지방 단백질 관여 철 항산화 산소 에너지 생 뼈 에너지 산소 엽산 지방 단백질 에너지 생 산소 운반 혈액 생 에너지 생 곳 피부 점막 상피세포 혈액 생 태아 경관 혈액 시스테인 에너지 신경 근육 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 요오드 갑상선 호르몬 에너지 생 비타민 혈액 뼈 구성 비오틴 지방 단백질 에너지 생 구리 철 운반 산소 셀렌 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여 비타민 철 항산화 산소 비타민 에너지 생 망간 뼈 에너지 산소 비타민 엽산 판토텐산 지방 단백질 에너지 생 철 산소 운반 혈액 생 에너지 생 비타민 곳 피부 점막 엽산 혈액 생 태아 경관 마그네슘 에너지 신경 근육 비타민 항산화 산소
비타미아 간에좋은 밀크씨슬,"[밀크씨슬추출물] 간 건강에 도움을 줄 수 있음
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요",밀크 슬 물 간 줄 수 비타민 에너지 비타민 에너지 생
비타미아 프리미엄 비오틴 블랙,"[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[비타민B12] 정상적인 엽산 대사에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요",비오틴 지방 단백질 에너지 생 비타민 엽산 셀렌 산소 아연 면역
비타미톡(vita-me tok) 망고스틴맛,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]①체내 에너지 생성에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B12]①정상적인 엽산 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
",아캄 보지 물 지방 체지방 감소 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 철 항산화 산소 아연 면역 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비오틴 지방 단백질 에너지 생 비타민 항산화 산소
비타미톡(vita-me tok) 샤인머스캣맛,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음		
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요		
[비타민B1]①탄수화물과 에너지 대사에 필요		
[나이아신]①체내 에너지 생성에 필요		
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요		
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요		
[비타민B12]①정상적인 엽산 대사에 필요		
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌		
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 철 산소 비타민 에너지 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 비오틴 지방 단백질 에너지 생 비타민 항산화 산소
비타미톡(vita-me tok) 오렌지맛,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음		
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요		
[비타민B1]①탄수화물과 에너지 대사에 필요		
[나이아신]①체내 에너지 생성에 필요		
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요		
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요		
[비타민B12]①정상적인 엽산 대사에 필요		
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌		
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B2]①체내 에너지 생성에 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 철 산소 비타민 에너지 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 비오틴 지방 단백질 에너지 생 비타민 항산화 산소 비타민 에너지 생
비타미톡(vita-me tok) 자두맛,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]①체내 에너지 생성에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B12]①정상적인 엽산 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
",아캄 보지 물 지방 체지방 감소 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 철 항산화 산소 아연 면역 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비오틴 지방 단백질 에너지 생 비타민 항산화 산소
비타미톡(vita-me tok) 파인애플맛,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]①체내 에너지 생성에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B12]①정상적인 엽산 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
",아캄 보지 물 지방 체지방 감소 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 철 항산화 산소 아연 면역 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비오틴 지방 단백질 에너지 생 비타민 항산화 산소
비타민 B 맥스 컴플렉스 ,"[비타민B1] 탄수화물과 에너지 대사에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신] 체내 에너지 생성에 필요
[비타민B2] 체내 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",비타민 에너지 판토텐산 지방 단백질 에너지 생 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 나이아신 에너지 생 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
비타민 B6 정제,"*비타민B6
①단백질 및 아미노산 이용에 필요
②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 단백질 아미노산 혈액 시스테인
비타민 C 츄어블 키즈,"비타민C : (가) 결합조직 형성과 기능유지에 필요
            (나) 철의 흡수에 필요
            (다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
",비타민 철 항산화 산소
비타민 C 츄어블스(vitamin C chewables),"[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",비타민 철 항산화 산소
비타민 D,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
비타민 D,[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌,비타민 칼슘 인 뼈 골다공증 감소
비타민 D-3 & K-2 (Vitamin D-3 & K-2),"[비타민 K] 정상적인 혈액응고에 필요, 뼈의 구성에 필요
[비타민 D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",비타민 혈액 뼈 구성 비타민 칼슘 인 뼈 골다공증 감소
비타민 D3,"- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",비타민 칼슘 인 필 뼈 골다공증 감소
비타민 E,[비타민E]항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요,비타민 항산화 산소
비타민 K,[비타민 K](1) 정상적인 혈액응고에 필요(2) 뼈의 구성에 필요,비타민 혈액 뼈 구성
비타민 K,[비타민K] ① 정상적인 혈액응고에 필요 ② 뼈의 구성에 필요,비타민 혈액 뼈 구성
비타민 K2+D3,"[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[비타민K]
정상적인 혈액응고에 필요
뼈의 구성에 필요",비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성
비타민 구미젤리,"비타민C : (1) 결합조직 형성과 기능유지에 필요, (2) 철의 흡수에 필요, (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요, (2) 뼈의 형성과 유지에 필요, (3) 골다공증발생 위험 감소에 도움을 줌",비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
비타민 미네랄 12:6,"[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[크롬] ①체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴] ①산화･환원 효소의 활성에 필요
[나이아신] ①체내 에너지 생성에 필요
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[셀레늄] ①유해산소로부터 세포를 보호하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민K1] ①정상적인 혈액응고에 필요 ② 뼈의 구성에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[요오드] ①갑상선 호르몬의 합성에 필요 ②에너지 생성에 필요 ③신경발달에 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",비타민 철 항산화 산소 비타민 항산화 산소 크롬 지방 단백질 관여 몰리브덴 산화 환원 효소 활 나이아신 에너지 생 망간 뼈 에너지 산소 비타민 곳 피부 점막 상피세포 아연 면역 셀레늄 산소 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 요오드 갑상선 호르몬 에너지 생 비오틴 지방 단백질 에너지 생
비타민 미네랄 워터밤9(VITAMIN MINERAL WATER BOMB9),"[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄] 유해산소로부터 세포를 보호하는데 필요",비타민 칼슘 인 뼈 골다공증 감소 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비오틴 지방 단백질 에너지 생 비타민 철 항산화 산소 마그네슘 에너지 신경 근육 아연 면역 셀레늄 산소
비타민 밀크씨슬,"[밀크씨슬추출물]
① 간 건강에 도움을 줄 수 있음

[비타민B1]
(1) 탄수화물과 에너지 대사에 필요

[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[나이아신]
①체내 에너지 생성에 필요

[비타민B2]
(1) 체내 에너지 생성에 필요",밀크 슬 물 간 줄 수 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비타민 에너지 생
비타민 씨트롱 구미,"비타민 C : 1) 결합조직 형성과 기능유지에 필요, 2) 철의 흡수에 필요, 3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",비타민 철 항산화 산소
비타민 칼슘 비타민D,"[폴리감마글루탐산] 체내 칼슘흡수 촉진에 도움을 줄 수 있음

[비타민 D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",폴리 감마 글루탐산 칼슘 촉진 줄 수 비타민 칼슘 인 뼈 골다공증 감소 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
비타민 킹 발포정,"
[비타민 C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 유해산소로부터 세포를 보호하는 데 필요
                    [나이아신] ① 체내 에너지 생성에 필요
                    [판토텐산] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
                    [비타민 B6] ① 단백질 및 아미노산 이용에 필요  ② 혈액의 호모시스테인 수준을 정상으로 유지하는 데 필요",비타민 철 산소 데 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 데
비타민 톡,"[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요		

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요		

[나이아신]①체내 에너지 생성에 필요

[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌",아연 면역 비타민 철 산소 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 아캄 보지 물 지방 체지방 감소
비타민 활력 젤리,"아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
비타민D：(1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
",아연 면역 비타민 항산화 산소 나이아신 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지
