제품명,기능성,processed_text
메노락토 프리미엄 징코,"[Lactobacillus acidophilus YT1] ①갱년기 여성 건강에 도움을 줄 수 있음 (May help to menopausal womens health), ②유산균 증식 및 유해균 억제 ･ 배변활동 원활 ･ 장 건강에 도움을 줄 수 있음
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민 D] ①칼슘과 인이 흡수되고 이용되는데 필요, ②뼈의 형성과 유지에 필요, ③골다공증발생 위험 감소에 도움을 줌
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민 B1] 탄수화물과 에너지 대사에 필요
[엽산] ①세포와 혈액생성에 필요, ②태아 신경관의 정상 발달에 필요, ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[은행잎 추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음",갱년기 여성 줄 수 유산균 균 배변 장 줄 수 셀렌 산소 비타민 칼슘 인 뼈 골다공증 감소 비오틴 지방 단백질 에너지 생 비타민 에너지 엽산 혈액 생 태아 경관 혈액 시스테인 은행 잎 물 기억 혈행 줄 수
메노센스퀸,"1) 회화나무열매추출물 : 갱년기 여성의 건강에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요
3) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
4) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",회화나무 물 갱년기 여성 줄 수 비타민 에너지 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
메노센스퀸,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음

[비타민B1] 탄수화물과 에너지 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",회화나무 물 갱년기 여성 줄 수 비타민 에너지 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
메노솔루션,"[감마리놀렌산 함유 유지] ① 혈중 콜레스테롤 개선 ･ 혈행개선 ･ 월경전 변화에 의한 불편한 상태 개선 ･ 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[회화나무열매추출물] ① 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] ① 뼈 건강에 도움을 줄 수 있음
[비타민E] ① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 회화나무 물 갱년기 여성 줄 수 소 뼈 줄 수 비타민 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
메노에스트로플라본,"[회화나무열매추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[대두이소플라본] 뼈 건강에 도움을 줄 수 있음
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",회화나무 물 갱년기 여성 줄 수 소 뼈 줄 수 셀렌 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인
메노엘르,"칼슘 : ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

백수오 등 복합추출물 : (국문) 갱년기 여성의 건강에 도움을 줄 수 있음(기타Ⅱ) (영문) May help to men-opausal women`s health

비타민C :①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

아연 :①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민D :①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

비타민B6 :①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민B12 :①정상적인 엽산 대사에 필요

엽산 : ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비오틴 :①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 수오 복합 물 갱년기 여성 줄 수 비타민 철 항산화 산소 아연 면역 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
메노젠456(칼슘),"
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④청년기 이전에 적절한 운동과 건강한 식습관을 유지하면서 충분한 칼슘을 섭취하면 향후 골다공증발생의 위험을 감소시킬 수 있음",뼈 치아 신경 근육 혈액 청년 기 이전 운동 식 습관 칼슘 섭취 향후 골다공증 감소 수
메노컴플리트,"백수오등복합추출물 : (국문) 갱년기 여성 건강에 도움을 줄 수 있음  (영문) May help to menopausal womens health
아연 : ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
비타민D : ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌",복합 물 갱년기 여성 줄 수 아연 면역 비타민 칼슘 인 뼈 골다공증 감소
메노팜,"* 가르시니아캄보지아 추출물
① 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

* 은행잎 추출물
① 기억력 개선ㆍ혈행 개선에 도움을 줄 수 있음

* 비타민A
① 어두운 곳에서 시각 적응을 위해 필요
② 피부와 점막을 형성하고 기능을 유지하는데 필요
③ 상피세포의 성장과 발달에 필요

* 비타민C
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 비타민E
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 피크노제놀-프랑스해안송껍질추출물
① 인체에 유해한 활성산소를 제거하는데 도움을 줄 수 있음
② 갱년기 여성의 건강에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 은행 잎 물 기억 혈행 줄 수 비타민 곳 피부 점막 상피세포 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 아연 면역 피크 노 놀 프랑스 송 껍질 물 인체 활성산소 제거 줄 수 갱년기 여성 줄 수
메노포즈솔루션,"1) 루바브뿌리추출물 : 갱년기 여성 건강에 도움을 줄 수 있음.
2) 감마리놀렌산 함유 유지 : 혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과반응에 의한 피부상태 개선에 도움을 줄 수 있음.
3) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
4) 비타민B12 : 정상적인 엽산 대사에 필요.
5) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
6) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요.
7) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
8) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
9) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.",루바 브 뿌리 물 갱년기 여성 줄 수 감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 반응 피부 상태 줄 수 테아닌 스트레스 긴장 완화 줄 수 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 아연 면역 망간 뼈 에너지 산소
메디바이오비타칼슘,"[칼슘] 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 면역 뼈 치아 신경 근육 혈액 골다공증 감소
메디바이오프리바이오틱스스틱,① 유익균 증식 및 유해균 억제·칼슘 흡수·배변활동 원활에 도움을 줄 수 있음,유익 균 균 칼슘 배변 줄 수
메디오랩 초임계 rTG 미니오메가3,"[EPA 및 DHA 함유 유지]
① 혈중 중성지질 개선에 도움을 줄 수 있음
② 혈행개선에 도움을 줄 수 있음
③ 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민D]
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌",중성 지질 줄 수 혈행 줄 수 눈 눈 줄 수 비타민 칼슘 인 뼈 골다공증 감소
메디타민 비타민D 3000IU,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌,칼슘 인 뼈 골다공증 감소
메디타민 슈퍼레티놀 리포좀C,"[비타민C]
(가) 결합조직 형성과 기능유지에 필요
(나) 철의 흡수에 필요
(다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민A]
(가) 어두운 곳에서 시각 적응을 위해 필요
(나) 피부와 점막을 형성하고 기능을 유지하는데 필요
(다) 상피세포의 성장과 발달에 필요
[판토텐산]
(가) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민 D]
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
[비타민 E]
(가) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요",비타민 철 항산화 산소 비타민 곳 피부 점막 상피세포 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 아연 면역
메디타민 어골칼슘 칼마디+,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",뼈 치아 신경 근육 혈액 골다공증 감소 에너지 신경 근육 칼슘 인 뼈 골다공증 감소 면역
메디타민 트루퍼포먼스 포맨,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①탄수화물과 에너지 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요



①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 엽산 대사에 필요",철 산소 에너지 단백질 아미노산 혈액 시스테인 에너지 생 산소 에너지 생 산소 운반 혈액 생 에너지 생 지방 단백질 에너지 생 면역 산소 곳 피부 점막 상피세포 뼈 에너지 산소 철 운반 산소 혈액 뼈 구성 지방 단백질 에너지 생 칼슘 인 뼈 골다공증 감소 혈액 생 태아 경관 혈액 시스테인 엽산
메디타민 트루퍼포먼스 포우먼,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①탄수화물과 에너지 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 엽산 대사에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

",철 산소 에너지 단백질 아미노산 혈액 시스테인 에너지 생 산소 에너지 생 곳 피부 점막 상피세포 산소 운반 혈액 생 에너지 생 지방 단백질 에너지 생 산소 칼슘 인 뼈 골다공증 감소 면역 뼈 에너지 산소 철 운반 산소 혈액 뼈 구성 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
메디파워골드,"(국문) 갱년기 남성 건강에 도움을 줄 수 있음
(영문) May help to climacteric mens health

①전립선 건강의 유지에 도움을 줄 수 있음

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①지구력 증진에 도움을 줄 수 있음

①체내 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

(1) 정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",갱년기 남성 줄 수 전립선 줄 수 에너지 신경 근육 지구력 줄 수 에너지 생 면역 에너지 지방 단백질 에너지 생 산소 칼슘 인 뼈 골다공증 감소 지방 단백질 에너지 생 엽산 단백질 아미노산 혈액 시스테인
메리트C 닥터 메리트C&D,"[비타민 C] ①결합조직 형성과 기능유지에 필요, ②철의 흡수에 필요, ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 D] ①칼슘과 인이 흡수되고 이용되는데 필요, ②뼈의 형성과 유지에 필요, ③골다공증발생 위험 감소에 도움을 줌
[아연] ①정상적인 면역기능에 필요, ②정상적인 세포분열에 필요",비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
메리트C 리포좀 비타민C 트리플샷,"1) 코엔자임Q10 : 항산화·높은 혈압 감소에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
7) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
8) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
9) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요.
10) 나이아신 : 체내 에너지 생성에 필요.
11) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
12) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
13) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
14) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
15) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
16) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
17) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요.
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.",코엔자임 항산화 혈압 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소
메리트C 메리트C&D,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",철 항산화 산소 칼슘 인 뼈 골다공증 감소
메리트C 메리트C&D 듀얼 메가,"[비타민 C]①결합조직 형성과 기능유지에 필요, ②철의 흡수에 필요, ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 D]①칼슘과 인이 흡수되고 이용되는데 필요, ②뼈의 형성과 유지에 필요, ③골다공증발생 위험 감소에 도움을 줌",비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
메리트C 메리트C&D 메가,"[비타민C] ①결합조직 형성과 기능유지에 필요, ②철의 흡수에 필요, ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요, ②뼈의 형성과 유지에 필요, ③골다공증발생 위험 감소에 도움을 줌",비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소
메리트C 메리트C&D 메가 플러스,"[비타민C] ①결합조직 형성과 기능유지에 필요, ②철의 흡수에 필요, ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요, ②뼈의 형성과 유지에 필요, ③골다공증발생 위험 감소에 도움을 줌
[아연] ①정상적인 면역기능에 필요, ②정상적인 세포분열에 필요",비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
메리트C 메리트C&D 플러스,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",철 항산화 산소 칼슘 인 뼈 골다공증 감소 면역
메리트C 비타민K2 & D,"- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요",비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성
메리트C 중성비타민C&D,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",철 항산화 산소 칼슘 인 뼈 골다공증 감소
메리트엔티 멀티비타민X,"1) 비타민B1 : 탄수화물과 에너지 대사에 필요.
2) 비타민B2 : 체내 에너지 생성에 필요.
3) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
4) 비타민B12 : 정상적인 엽산 대사에 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
7) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
8) 나이아신 : 체내 에너지 생성에 필요.　
9) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
10) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
11) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
12) 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌.
13) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요.
14) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
15) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
16) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
17) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
20) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 베타카로틴 곳 피부 점막 상피세포 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
메리트엔티 비타민D,"칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.",칼슘 인 뼈 골다공증 감소
메모리 포뮬러,"[은행잎 추출물]①기억력 개선에 도움을 줄 수 있음 ②혈행 개선에 도움을 줄 수 있음

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[셀렌]①유해산소로부터 세포를 보호하는데 필요

[비타민B12]①정상적인 엽산 대사에 필요",은행 잎 물 기억 줄 수 혈행 줄 수 비타민 철 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인 셀렌 산소 비타민 엽산
메이크미 비타민D 2000IU,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
①정상적인 면역기능에 필요②정상적인 세포분열에 필요",칼슘 인 뼈 골다공증 감소 면역
메이플트리 칼마디 플러스 아연,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 마그네슘 에너지 신경 근육
메이플트리 키즈유산균 프로바이오틱스,"* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 셀레늄(or 셀렌)
① 유해산소로부터 세포를 보호하는데 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음",비타민 칼슘 인 뼈 골다공증 감소 셀레늄 셀렌 산소 아연 면역 프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
