제품명,기능성,processed_text
마라톤,"[글루코사민 제품]①관절 및 연골 건강에 도움
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
",글루코사민 관절 연골 비타민 철 산소 비타민 산소 나이아신 에너지 아연 면역 비타민 피부 점막 상피세포 엽산 혈액 태아 경관 혈액 시스테인
마르고아 시리즈 1,"[테아닌] ① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] (1) 정상적인 엽산 대사에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",테아닌 스트레스 긴장 완화 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 엽산 혈액 태아 경관 혈액 시스테인 마그네슘 에너지 신경 근육 아연 면역 판토텐산 지방 단백질 에너지
마린 마그네슘,①에너지 이용에 필요②신경과 근육 기능 유지에 필요,에너지 신경 근육
마린 마그네슘 175,"- 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요",마그네슘 에너지 신경 근육
마린 오메가 프리미어," EPA 및 DHA 함유유지 : (1) 혈중 중성지질 개선, 혈행 개선에 도움을 줄 수 있음 (2) 기억력 개선에 도움을 줄 수 있음 (3) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 기억 눈 눈 비타민 항산화 산소
마린오메가,"①유해산소로부터 세포를 보호하는데 필요

(EPA 및 DHA 함유 유지)①혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음",산소 중성 지질 혈행 기억 눈 눈
마망스 DHA 오메가3,"[EPA 및 DHA 함유 유지]
①혈중 중성지질 개선 · 혈행 개선에 도움을 줄 수 있음
②건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E]
①유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 눈 눈 비타민 산소
마망스 엽산620,"[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
",엽산 혈액 태아 경관 혈액 시스테인 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산
마망스 종합비타민,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀렌]①유해산소로부터 세포를 보호하는데 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요",비타민 철 항산화 산소 비타민 에너지 나이아신 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 판토텐산 지방 단백질 에너지 엽산 혈액 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 아연 면역 셀렌 산소 철 산소 운반 혈액 에너지
마망스 철분24,"[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
",철 산소 운반 혈액 에너지
마망스 칼슘 플러스,"[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요",비타민 칼슘 인 뼈 골다공증 감소 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육
마망스 파이토 멀티비타민,"①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

",에너지 에너지 철 산소 에너지 지방 단백질 에너지 단백질 아미노산 혈액 시스테인 지방 단백질 에너지 혈액 태아 경관 혈액 시스테인 칼슘 인 뼈 골다공증 감소 면역 뼈 에너지 산소 산소 운반 혈액 에너지 산소
마망스 파이토 엽산 앤 비타민D,"①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",혈액 태아 경관 혈액 시스테인 칼슘 인 뼈 골다공증 감소
마망스종합비타민앤미네랄,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
",비타민 에너지 비타민 에너지 나이아신 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 판토텐산 지방 단백질 에너지 비타민 철 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소 아연 면역
마미 엽산 츄어블,"[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요",엽산 혈액 태아 경관 혈액 시스테인 비타민 엽산
마미래디 유산균,"[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[Lactobacillus sakei Probio65(제2013-17호)]  면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음 (생리활성기능 2등급)",프로바이오틱스 유산균 균 배변 장 면역 과민반응 피부 상태 생리 활
마미앤대디 멀티비타민&미네랄,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[크롬]체내 탄수화물, 지방, 단백질 대사에 관여
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
",비타민 철 항산화 산소 비타민 에너지 나이아신 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 판토텐산 지방 단백질 에너지 비오틴 지방 단백질 에너지 엽산 혈액 태아 경관 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 셀레늄 셀렌 산소 크롬 지방 단백질 관여 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 철 산소 운반 혈액 에너지
마미앤대디 비타민D,"[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
",비타민 칼슘 인 뼈 골다공증 감소
마미앤대디 엽산&비타민D,"[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
",엽산 혈액 태아 경관 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소
마미앤대디 철분,[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요,철 산소 운반 혈액 에너지
마미앤대디 칼슘&비타민D,"[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
",비타민 칼슘 인 뼈 골다공증 감소 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
마미유,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

 ①유산균 증식 및 유해균 억제, 배변활동 원활에 도움을 줄 수 있음 ②장 건강에 도움을 줄 수 있음",칼슘 인 뼈 골다공증 감소 면역 유산균 균 배변 장
마미철분츄어블,"- 비타민C : (가) 결합조직 형성과 기능유지에 필요
            (나) 철의 흡수에 필요
            (다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 철분: (가) 체내 산소운반과 혈액생성에 필요
        (나) 에너지 생성에 필요",비타민 철 항산화 산소 철분 산소 운반 혈액 에너지
마미폴정,"[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",엽산 혈액 태아 경관 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소
마미하트 생생유산균,"①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음 

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요",유산균 균 배변 면역 칼슘 인 뼈 골다공증 감소 산소
마미하트 슬림핏,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①식후 혈당상승 억제에 도움을 줄 수 있음",지방 체지방 감소 식후 혈당 상승
마미하트 올인원유산균,"유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",유산균 균 배변 장 에너지 단백질 아미노산 혈액 시스테인 에너지 에너지 철 항산화 산소 칼슘 인 뼈 골다공증 감소 항산화 산소 지방 단백질 에너지 피부 점막 상피세포
마미하트 튼튼 유산균,"①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음 

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요",유산균 균 배변 면역 칼슘 인 뼈 골다공증 감소 산소
마법의 키토산 다이어트,"[키토산 제품]①혈중 콜레스테롤 개선에 도움을 줄 수 있음②체지방 감소에 도움을 줄 수 있음
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
",키토산 콜레스테롤 체지방 감소 판토텐산 지방 단백질 에너지
마스워 쏘팔메토 프리로카,"①전립선 건강의 유지에 도움을 줄 수 있음
①지구력 증진에 도움을 줄 수 있음
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
(1) 체내 에너지 생성에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
(1) 탄수화물과 에너지 대사에 필요
(1) 정상적인 엽산 대사에 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",전립선 지구력 혈액 태아 경관 혈액 시스테인 에너지 단백질 아미노산 혈액 시스테인 에너지 엽산 칼슘 인 뼈 골다공증 감소
마시는 가르시니아,①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,지방 체지방 감소
마시는 관절건강 MSM,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골
마시는 다이어트,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소
마시는 다이어트 슬림샷 CLA 2400,①과체중인 성인의 체지방 감소에 도움을 줄 수 있음,과체중 성인 체지방 감소
마시는 마그네슘 B플러스,"[비타민B1]탄수화물과 에너지 대사에 필요
[나이아신] 체내 에너지 생성에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요",비타민 에너지 나이아신 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 마그네슘 에너지 신경 근육
마시는 마그네슘 부스터샷,"①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",에너지 신경 근육 단백질 아미노산 혈액 시스테인
마시는 마그네슘B,"①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요,마그네슘 – 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
비타민B6 – 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",에너지 신경 근육 단백질 아미노산 혈액 시스테인 마그네슘 에너지 신경 근육 비타민 단백질 아미노산 혈액 시스테인
마시는 시네트롤 자몽 다이어트,"(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",체지방 감소
마시는 악마 다이어트 그린톡,[녹차추출물] 1. 항산화에 도움을 줄 수 있음 2.체지방 감소에 도움을 줄 수 있음3. 혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤
마시는 액상 마그네슘 200mg,"[비타민 B1]
탄수화물과 에너지 대사에 필요

[비타민 B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[마그네슘]
에너지 이용에 필요
신경과 근육 기능 유지에 필요",비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 마그네슘 에너지 신경 근육
마시는 액상 철분제 15mg,"[철]
  (가) 체내 산소운반과 혈액생성에 필요
  (나) 에너지 생성에 필요",철 산소 운반 혈액 에너지
마시는 액상 철분제 24mg,"[철]
①체내 산소운반과 혈액생성에 필요
②에너지 생성에 필요",철 산소 운반 혈액 에너지
마시는 액상 철분제 40mg,"[철]
체내 산소운반과 혈액생성에 필요
에너지 생성에 필요",철 산소 운반 혈액 에너지
마시는 액상 철분제 아연 키즈,"[비타민B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[철]
체내 산소운반과 혈액생성에 필요
에너지 생성에 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요",비타민 단백질 아미노산 혈액 시스테인 철 산소 운반 혈액 에너지 아연 면역
마시는 액상 칼슘 500mg 아연 비타민D,"[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",비타민 칼슘 인 뼈 골다공증 감소 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 아연 면역
마시면 예쁠예정,"1) 가르시니아캄보지아 추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요.
6) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",아캄 보지 물 지방 체지방 감소 비타민 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 철 산소 판토텐산 지방 단백질 에너지
마심,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,  ",지방 체지방 감소
마싯슘,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",뼈 치아 신경 근육 혈액 골다공증 감소 면역 칼슘 인 뼈 골다공증 감소
마운틴브레스(비타민E),"
①유해산소로부터 세포를 보호하는데 필요",산소
마음껏먹고 없었던일로 옐로우,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소
마음챙김 츄어블 콤마,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음
2) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",테아닌 스트레스 긴장 완화 비타민 칼슘 인 뼈 골다공증 감소
마음포레,"[테아닌]
① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[마그네슘]
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[홍경천 추출물]
스트레스로 인한 피로 개선에 도움을 줄 수 있음",테아닌 스트레스 긴장 완화 마그네슘 에너지 신경 근육 홍 경천 물 스트레스 피로
마이 그린컷 다이어트 녹차라떼맛,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤
마이 다이어트,"[콜레우스포스콜리 추출물]체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급)
[녹차추출물]①항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[바나바잎추출물]식후 혈당상승 억제에 도움을 줄 수 있음
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요",콜 레우스 포스 콜리 물 체지방 감소 생리 활 녹차 물 항산화 체지방 감소 콜레스테롤 바나바 잎 물 식후 혈당 상승 비타민 에너지 나이아신 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 판토텐산 지방 단백질 에너지 비오틴 지방 단백질 에너지 셀레늄 셀렌 산소
마이 데일리 솔루션,"1) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
7) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
8) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
9) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
10) 나이아신 : 체내 에너지 생성에 필요.　
11) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
12) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
13) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요.
15) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
16) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
17) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
20) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",비타민 피부 점막 상피세포 비타민 에너지 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 판토텐산 지방 단백질 에너지 엽산 혈액 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 철 산소 운반 혈액 에너지 아연 면역 구리 철 운반 산소 셀렌 산소 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
마이 드림티 복숭아맛,스트레스로 인한 긴장완화에 도움을 줄 수 있음,스트레스 긴장 완화
마이 드림티 히비스커스맛,스트레스로 인한 긴장완화에 도움을 줄 수 있음,스트레스 긴장 완화
마이 보라지유,"[감마리놀렌산 함유 유지]
혈중 콜레스테롤 개선･혈행개선･월경전 변화에 의한 불편한 상태 개선･면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 비타민 항산화 산소
마이 본 밸런스,면역력 증진･피로개선･뼈 건강에 도움을 줄 수 있음,면역 피로 뼈
마이 비타민D 2000 IU,[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌,비타민 칼슘 인 뼈 골다공증 감소
마이 비타톨,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌",비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 비오틴 지방 단백질 에너지 엽산 혈액 태아 경관 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소
