제조사,제품명,신고번호,등록일,유통기한,기능성
코스맥스바이오(주),스트레스케어 플러스 멀티비타민&이뮨,200400200023423,20230626,제조일로부터 2년,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
2) 홍경천추출물 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민B1 : 탄수화물과 에너지 대사에 필요.
5) 비타민B2 : 체내 에너지 생성에 필요.
6) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
7) 비타민B12 : 정상적인 엽산 대사에 필요.
8) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
9) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
10) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
11) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
12) 나이아신 : 체내 에너지 생성에 필요.　
13) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
15) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
16) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요.
17) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
18) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
20) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
21) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
22) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
23) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여."
주식회사 노바렉스,스트롱 맨 오맥스팩 프로그램 Strong Men Omexpak Program 30+,200400200082739,20230703,제조일로부터 24개월,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[밀크씨슬(카르두스 마리아누스) 추출물]① 간 건강에 도움을 줄 수 있음
[테아닌]① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀레늄]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[나이아신]①체내 에너지 생성에 필요
[크롬](1) 체내 탄수화물, 지방, 단백질 대사에 관여
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[판토텐산](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B1](1) 탄수화물과 에너지 대사에 필요
[비타민B2](1) 체내 에너지 생성에 필요
[비오틴](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민B12](1) 정상적인 엽산 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민K](1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사 노바렉스,스트롱 맨 오맥스팩 프로그램 Strong Men Omexpak Program 40+,200400200082738,20230703,제조일로부터 24개월,"[EPA 및 DHA 함유 유지]혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
[밀크씨슬(카르두스 마리아누스) 추출물]① 간 건강에 도움을 줄 수 있음
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀레늄]①유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[크롬](1) 체내 탄수화물, 지방, 단백질 대사에 관여
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[옥타코사놀 함유 유지]①지구력 증진에 도움을 줄 수 있음
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[판토텐산](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B1](1) 탄수화물과 에너지 대사에 필요
[비타민B2](1) 체내 에너지 생성에 필요
[비오틴](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민B12](1) 정상적인 엽산 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민K](1) 정상적인 혈액응고에 필요(2) 뼈의 구성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사 노바렉스,스트롱 맨 오맥스팩 프로그램 Strong Men Omexpak Program 50+,200400200082740,20230705,제조일로부터 24개월,"[EPA및DHA함유유지] (가)혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음
[비타민C] (가) 결합조직 형성과 기능유지에 필요(나) 철의 흡수에 필요(다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀레늄] 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[아연] (가) 정상적인 면역기능에 필요(나) 정상적인 세포분열에 필요
[비타민D] (가) 칼슘과 인이 흡수되고 이용되는데 필요(나) 뼈의 형성과 유지에 필요(다) 골다공증발생 위험 감소에 도움을 줌
[칼슘] (가) 뼈와 치아 형성에 필요(나) 신경과 근육 기능 유지에 필요(다) 정상적인 혈액응고에 필요(라) 골다공증발생 위험 감소에 도움을 줌
[망간] (가) 뼈 형성에 필요(나) 에너지 이용에 필요(다) 유해산소로부터 세포를 보호하는데 필요
[비타민A] (가) 어두운 곳에서 시각 적응을 위해 필요(나) 피부와 점막을 형성하고 기능을 유지하는데 필요(다) 상피세포의 성장과 발달에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[구리] (가) 철의 운반과 이용에 필요(나) 유해산소로부터 세포를 보호하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B6] (가) 단백질 및 아미노산 이용에 필요(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민K] (가) 정상적인 혈액응고에 필요(나) 뼈의 구성에 필요
[엽산] (가) 세포와 혈액생성에 필요(나) 태아 신경관의 정상 발달에 필요(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[쏘팔메토열매추출물] 전립선 건강의 유지에 도움을 줄 수 있음
[코엔자임Q10] 항산화･높은 혈압 감소에 도움을 줄 수 있음"
이앤에스(주),스페셜 칼슘 마그네슘 아연 비타민D,2022002000263,20241121,24개월,"[칼슘]		뼈와 치아 형성에 필요
		신경과 근육 기능 유지에 필요
		정상적인 혈액응고에 필요
		골다공증 발생 위험 감소에 도움을 줌

[마그네슘]	에너지 이용에 필요
		신경과 근육 기능 유지에 필요

[아연]		정상적인 면역기능에 필요
		정상적인 세포분열에 필요

[비타민 D]	칼슘과 인이 흡수되고 이용되는데 필요
		뼈의 형성과 유지에 필요
		골다공증발생 위험 감소에 도움을 줌"
(주)서흥,스포티 또박한팩,200400200061761,20220422,제조일로부터 24개월,"마그네슘 : (1) 에너지 이용에 필요 (2) 신경과 근육 기능 유지에 필요
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
옥타코사놀 함유 유지 : 지구력 증진에 도움을 줄 수 있음
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요"
(주)아오스,스프링멜로디,20140020012136,20231116,제조일로부터 24개월,"[비타민 A]
(가) 어두운 곳에서 시각 적응을 위해 필요
(나) 피부와 점막을 형성하고 기능을 유지하는데 필요
(다) 상피세포의 성장과 발달에 필요
[비타민 C]
(가) 결합조직 형성과 기능유지에 필요
(나) 철의 흡수에 필요
(다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 D]
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
[비타민 E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 B1]
탄수화물과 에너지 대사에 필요
[비타민 B2]
체내 에너지 생성에 필요
[나이아신]
체내 에너지 생성에 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민 B6]
(가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]
(가) 세포와 혈액생성에 필요
(나) 태아 신경관의 정상 발달에 필요
(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 B12]
정상적인 엽산 대사에 필요
[비타민 K]
(가) 정상적인 혈액응고에 필요
(나) 뼈의 구성에 필요
[아연]
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요
[망간]
(가) 뼈 형성에 필요
(나) 에너지 이용에 필요
(다) 유해산소로부터 세포를 보호하는데 필요
[셀레늄]
유해산소로부터 세포를 보호하는데 필요
[요오드]
(가) 갑상선 호르몬의 합성에 필요
(나) 에너지 생성에 필요
(다) 신경발달에 필요
[몰리브덴]
산화･환원 효소의 활성에 필요
[구리]
(가) 철의 운반과 이용에 필요
(나) 유해산소로부터 세포를 보호하는데 필요
[크롬]
체내 탄수화물, 지방, 단백질 대사에 관여
[철]
(가) 체내 산소운반과 혈액생성에 필요
(나) 에너지 생성에 필요"
태웅식품(주),스피드업,20040020003119,20150522,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12]①정상적인 엽산 대사에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
주식회사한미양행,스피루리나 SPIRULINA,200400150831290,20200514,24개월,"[스피루리나 제품] 피부건강·항산화에 도움을 줄 수 있음
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요. 뼈의 형성과 유지에 필요. 골다공증발생 위험 감소에 도움을 줌.
[나이아신] 체내 에너지 생성에 필요.
[엽산] 세포와 혈액생성에 필요. 태아 신경관의 정상 발달에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[아연] 정상적인 면역기능에 필요. 정상적인 세포분열에 필요."
(주)오투바이오,슬기로운 어골칼슘5,20130020008268,20201218,제조일로부터 24개월,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①체내 칼슘흡수 촉진에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)서흥헬스케어,슬기로운 회식생활,20130020024408,20240530,제조일로부터 18개월,"유산균발효다시마추출물(제2011-22호) : (국문) (1) 알콜성 손상으로부터 간을 보호하는데 도움을 줄 수 있음 (2) 기억력 개선에 도움을 줄 수 있음, (영문) (1) May help to protect liver from alcoholic liver injury (2) May help to improve memory
비타민B1 : 탄수화물과 에너지 대사에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
나이아신 : 체내 에너지 생성에 필요
비타민B12 : 정상적인 엽산 대사에 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
밀크씨슬(카르두스 마리아누스) 추출물 : 간 건강에 도움을 줄 수 있음
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌"
주)팜크로스,슬리몬 녹차카테킨 다이어트 그리너리,200400151101119,20221222,제조일로부터 24개월.,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요"
주식회사 노바렉스,슬리피움,200400200082450,20211216,제조일로부터 24개월,"①에너지 이용에 필요②신경과 근육 기능 유지에 필요
(국문) 수면의 질 개선에 도움을 줄 수 있음
(영문) May help to improve sleep
①스트레스로 인한 긴장완화에 도움을 줄 수 있음
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)한국씨엔에스팜,슬림 다이어트 가르시니아 / Slim Diet Garcinia,200400200072037,20181016,제조일로부터 24개월,"[가르시니아캄보지아추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)바이오 로제트,슬림레시피 모닝,20040017015235,20200113,제조일로부터 24개월까지,"①배변활동 원활에 도움을 줄 수 있음

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요"
콜마비앤에이치(주)음성공장,슬림미 다이어트,200600200032355,20220318,제조일로부터 18개월 ,"1) 공액리놀레산 : 과체중인 성인의 체지방 감소에 도움을 줄 수 있음
2) 프로바이오틱스 : 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
3) 비타민B1 : 탄수화물과 에너지 대사에 필요
4) 비타민B2 : 체내 에너지 생성에 필요
5) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
7) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
8) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
9) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
10) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
(주)비오팜,슬림알파 키토산,20040017021882,20190917,제조일로부터 24개월,"[키토산] ①혈중 콜레스테롤 개선·체지방 감소에 도움을 줄 수 있음

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
주)팜크로스,슬림앤틱스,200400151101161,20230710,제조일로부터 24개월,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

①유해산소로부터 세포를 보호하는데 필요"
주)팜크로스,슬림컷 가르시니아,200400151101222,20240802,제조일로부터 24개월,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
코스맥스엔비티(주),슬립 에센셜(Sleep Essentials),200700170352851,20250124,제조일로부터 24개월,"[비타민 D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[마그네슘]
에너지 이용에 필요
신경과 근육 기능 유지에 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[테아닌]
스트레스로 인한 긴장완화에 도움을 줄 수 있음

[아쉬아간다 추출물(ShodenⓇ)(제2022-27호)]
수면건강에 도움을 줄 수 있음"
광동헬스바이오(주) 2공장,슬립 쿨쿨 수면엔 굿나잇 디퍼,200400200141471,20211221,제조일로부터 24개월,"[감태추출물(제2015-6호)] 
 - (국문) 수면의 질 개선에 도움을 줄 수 있음
 - (영문) May help to improve sleep quality
[테아닌] 
스트레스로 인한 긴장완화에 도움을 줄 수 있음
[비타민B6] 
① 단백질 및 아미노산 이용에 필요 
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사 노바렉스,슬립케어 포 나이트타임,200400200082865,20240313,제조일로부터 24개월,"[유단백가수분해물(락티움)(기능성원료인정제2020-2호)] (국문) 수면의 질 개선에 도움을 줄 수 있음, (영문) May help to improve sleep
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[테아닌] 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사한미양행,시그니처 멀티비타민 맥스 22,200400150831312,20200603,24개월,"[비타민A] 어두운 곳에서 시각 적응을 위해 필요. 피부와 점막을 혈성하고 기능을 유지하는데 필요. 상피세포의 성장과 발달에 필요.
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요. 뼈의 형성과 유지에 필요. 골다공증발생 위험감소에 도움을 줌.
[비타민E] 유해산소로부터 세포를 보호하는데 필요.
[비타민K] 정상적인 혈액응고에 필요. 뼈의 구성에 필요.
[비타민B1] 탄수화물과 에너지 대사에 필요.
[비타민B2] 체네 에너지 생성에 필요.
[나이아신] 체내 에너지 생성에 필요.
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
[비타민B6] 단백질 및 아미노산 이용에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[엽산] 세포와 혈액생성에 필요. 태아 신경관의 정상 발달에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[비타민B12] 정상적인 엽산 대사에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요. 철의 흡수에 필요. 유해산소로부터 세포를 보호하는데 필요
[마그네슘] 에너지 이용에 필요. 신경과 근육 기능 유지에 필요.
[철] 체내 산소운반과 혈액생성에 필요. 에너지 생성에 필요.
[아연] 정상적인 면역기능에 필요. 정상적인 세포분열에 필요.
[구리] 철의 운반과 이용에 필요. 유해산소로부터 세포를 보호하는데 필요.
[셀레늄] 유해산소로부터 세포를 보호하는데 필요.
[요오드] 갑상선 호르몬의 합성에 필요. 에너지 생성에 필요. 신경발달에 필요.
[망간] 뼈 형성에 필요. 에너지 이용에 필요. 유해산소로부터 세포를 보호하는데 필요.
[몰리브덴] 산화·환원 효소의 활성에 필요."
코스맥스바이오(주),시그니처 멀티비타민 앤 미네랄,200400200022865,20210419,제조일로부터 2년.,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
2) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
3) 비타민B1 : 탄수화물과 에너지 대사에 필요.
4) 비타민B2 : 체내 에너지 생성에 필요.
5) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
6) 비타민B12 : 정상적인 엽산 대사에 필요.
7) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
8) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
9) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
10) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
11) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
12) 나이아신 : 체내 에너지 생성에 필요.　
13) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
15) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
16) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
17) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
18) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
20) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여"
주식회사 코스팜,시그니처 치아탄탄,2017288023628,20191227,제조일로부터 24개월,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
