제품명,기능성,processed_text
멀티비타민 아르테미스 포 우먼,"[칼슘]
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[회화나무열매추출물]
갱년기 여성의 건강에 도움을 줄 수 있음
[마그네슘]
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신]
체내 에너지 생성에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[베타카로틴]
① 어두운 곳에서 시각 적응을 위해 필요② 피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B1]
탄수화물과 에너지 대사에 필요
[비타민B2]
체내 에너지 생성에 필요
[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[구리]
①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[셀렌]
유해산소로부터 세포를 보호하는데 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B12]
정상적인 엽산 대사에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 회화나무 물 갱년기 여성 줄 수 마그네슘 에너지 신경 근육 비타민 항산화 산소 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인 베타카로틴 곳 피부 점막 상피세포 아연 면역 비타민 에너지 비타민 에너지 생 망간 뼈 에너지 산소 비오틴 지방 단백질 에너지 생 구리 철 운반 산소 셀렌 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 엽산 엽산 혈액 생 태아 경관 혈액 시스테인
멀티비타민 아테네 쥬니어,"[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여",베타카로틴 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 구리 철 운반 산소 마그네슘 에너지 신경 근육 망간 뼈 에너지 산소 셀레늄 셀렌 산소 아연 면역 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 크롬 지방 단백질 관여
멀티비타민 아테네 키즈,"[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[나이아신] ①체내 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민B12] ①정상적인 엽산 대사에 필요
",비타민 항산화 산소 셀렌 산소 나이아신 에너지 생 아연 면역 비타민 곳 피부 점막 상피세포 망간 뼈 에너지 산소 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비타민 엽산
멀티비타민 아프로디테 포 우먼,"[가르시니아캄보지아추출물]
탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여",아캄 보지 물 지방 체지방 감소 줄 수 베타카로틴 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 구리 철 운반 산소 마그네슘 에너지 신경 근육 망간 뼈 에너지 산소 셀레늄 셀렌 산소 아연 면역 크롬 지방 단백질 관여
멀티비타민 알티지 오메가3,"[EPA및DHA함유유지] 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
[몰리브덴] 산화･환원 효소의 활성에 필요
[셀레늄] 유해산소로부터 세포를 보호하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[비타민B12] 정상적인 엽산 대사에 필요
[요오드] 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요",중성 지질 혈행 눈 눈 줄 수 마그네슘 에너지 신경 근육 비타민 철 항산화 산소 철 산소 운반 혈액 생 에너지 생 몰리브덴 산화 환원 효소 활 셀레늄 산소 크롬 지방 단백질 관여 비타민 항산화 산소 나이아신 에너지 생 아연 면역 망간 뼈 에너지 산소 판토텐산 지방 단백질 에너지 생 비타민 곳 피부 점막 상피세포 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 비타민 엽산 요오드 갑상선 호르몬 에너지 생
멀티비타민 알파,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 엽산 대사에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①산화,환원 효소의 활성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요",뼈 치아 신경 근육 혈액 골다공증 감소 에너지 신경 근육 곳 피부 점막 상피세포 에너지 에너지 생 단백질 아미노산 혈액 시스테인 에너지 생 지방 단백질 에너지 생 지방 단백질 에너지 생 혈액 생 태아 경관 혈액 시스테인 엽산 철 산소 칼슘 인 뼈 골다공증 감소 산소 산소 산화 환원 효소 활 면역 철 운반 산소 갑상선 호르몬 에너지 생
멀티비타민 앤 미네랄,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",철 산소 면역 곳 피부 점막 상피세포 단백질 아미노산 혈액 시스테인 에너지 에너지 생 혈액 생 태아 경관 혈액 시스테인
멀티비타민 앤 미네랄,"비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[나이아신] 체내 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀렌] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 철 항산화 산소 비타민 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 나이아신 에너지 생 아연 면역 망간 뼈 에너지 산소 비타민 곳 피부 점막 상피세포 판토텐산 지방 단백질 에너지 생 셀렌 에너지 신경 근육 비오틴 지방 단백질 에너지 생 비타민 엽산 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
멀티비타민 앤 미네랄,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1](1) 탄수화물과 에너지 대사에 필요
[비타민B2](1) 체내 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 철 항산화 산소 아연 면역 비타민 곳 피부 점막 상피세포 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
멀티비타민 앤 미네랄 판토텐산 액티브,"[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[철] 체내 산소운반과 혈액생성에 필요 / 에너지 생성에 필요 
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요 
[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요 ",비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 엽산 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 비타민 철 항산화 산소 철 산소 운반 혈액 생 에너지 생 아연 면역 셀렌 산소 망간 뼈 에너지 산소 마그네슘 에너지 신경 근육
멀티비타민 앤 미네랄 포맨,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀레늄 : 유해산소로부터 세포를 보호하는데 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화․환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀레늄 산소 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
멀티비타민 앤 미네랄 포맨,"[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] ①체내 산소운반과 혈액생성에 필요 ②에너지 생성에 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[나이아신] ①체내 에너지 생성에 필요
[크롬] ①체내 탄수화물, 지방, 단백질 대사에 관여
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
[몰리브덴] ①산화･환원 효소의 활성에 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[구리] ①철의 운반과 이용에 필요 ②유해산소로부터 세포를 보호하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민K] ①정상적인 혈액응고에 필요 ② 뼈의 구성에 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 철 항산화 산소 비타민 항산화 산소 철 산소 운반 혈액 생 에너지 생 셀렌 산소 나이아신 에너지 생 크롬 지방 단백질 관여 아연 면역 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 비타민 엽산 비타민 곳 피부 점막 상피세포 구리 철 운반 산소 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비오틴 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 혈액 뼈 구성 비타민 에너지 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
멀티비타민 앤 미네랄 포우먼,"- 비타민 A : 
(가) 어두운 곳에서 시각 적응을 위해 필요
(나) 피부와 점막을 형성하고 기능을 유지하는데 필요
(다) 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 
(가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 
(가) 결합조직 형성과 기능유지에 필요
(나) 철의 흡수에 필요
(다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 
(가) 정상적인 혈액응고에 필요
(나) 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 
(가) 세포와 혈액생성에 필요
(나) 태아 신경관의 정상 발달에 필요
(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 철 : 
(가) 체내 산소운반과 혈액생성에 필요
(나) 에너지 생성에 필요
- 아연 : 
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요
- 구리 : 
(가) 철의 운반과 이용에 필요
(나) 유해산소로부터 세포를 보호하는데 필요
- 셀레늄 : 유해산소로부터 세포를 보호하는데 필요
- 망간 : 
(가) 뼈 형성에 필요
(나) 에너지 이용에 필요
(다) 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화․환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀레늄 산소 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
멀티비타민 앤 미네랄 포우먼,"[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] ①체내 산소운반과 혈액생성에 필요 ②에너지 생성에 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[나이아신] ①체내 에너지 생성에 필요
[크롬] ①체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴] ①산화･환원 효소의 활성에 필요
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[구리] ① 철의 운반과 이용에 필요 ②유해산소로부터 세포를 보호하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민K] ①정상적인 혈액응고에 필요 ② 뼈의 구성에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",비타민 철 항산화 산소 비타민 항산화 산소 철 산소 운반 혈액 생 에너지 생 셀렌 산소 나이아신 에너지 생 크롬 지방 단백질 관여 몰리브덴 산화 환원 효소 활 망간 뼈 에너지 산소 아연 면역 비타민 엽산 비타민 곳 피부 점막 상피세포 구리 철 운반 산소 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비오틴 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인
